date,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr),news
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,Standard Deviation Calculator
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,IPL Mega Auction 2025: Harshal Patel expected to attract high bids
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,Adani Bribery Case: Here are 5 setbacks that followed post indictment
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,Travellers on Schengen visas can add two more countries to their Europe itinerary from 2025
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,Elon Musk's ex GF Grimes says she is going bankrupt after split with world's richest man
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,"Palghar Election Results: Jayendra Kisan Dubla vs Gavit Rajendra Dhedya, who is winning?"
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,Nvidia CEO Jensen Huang says 'the age of AI has started'
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,This change in GST annual return if not checked properly can result in input tax credit mismatch
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,"Don't want to interfere, regulatory board will ensure good governance: Sports Min Mandaviya on IOA concerns"
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,"At COP29, climate progress takes one step forward, two steps back"
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,"Cocoa, green tea act as counter to effects of high-fat food under stress, reveals study"
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,As long as there are EVMs...: Congress cries foul play amid Mahayuti's lead in Maharashtra
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,HR asks candidate her marriage plans during interview; scandalised netizens demand ban of ‘outdated questions’
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,"Maharashtra election 2024: Kuch toh gadbad hain, Sanjay Raut rejects early trends, says Adani is 'Ladli bhai of BJP'"
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,"As threat of Trump tariffs looms, Europe's leaders seek greater unity"
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,A lesson from Poland: Reversing populist policies is tough
2022-02-03,16593.1,16678.5,16478.65,16605.95,517723542.0,39407.44,subscribe to our newsletter
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"Greatest bubble in human history about to burst? USA's $34 trillion debt to trigger a recession, stocks may lose over half their value in a sell-off, says Mark Spitznagel"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Gautam Adani is facing the biggest trial of his life
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"Virat Kohli's post gives fans a scare; speculations of divorce with Anushka Sharma, retirement surface"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Kalpataru Advay—Borivali gets an Illustrious residential landmark
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Education qualifications of Keerthy Suresh's husband-to-be Antony Thattil. His business ventures and their love story
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,IPL 2025 to kick off in March
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,World War III has already begun
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,NTPC Green Energy IPO GMP Today
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,'Come home with me': Tiny robot has emotional conversation with 12 bigger robots before 'kidnapping' them
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Best aggressive hybrid mutual funds
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,UP Police Constable Result 2024 Sarkari Result
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Bank Holidays in Uttar Pradesh
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Bajaj Housing Finance Share Price
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Delhi CM Announcement Live Updates
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Namo Bharat Rapid Rail Launched
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Aditi Rao Hydari Wedding Pics
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Reliance Power share price
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Tata Technologies share price
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Adani Enterprises share price
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Bank of Baroda share price
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,IDFC First Bank share price
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Standard Deviation Calculator
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,IPL Mega Auction 2025: Harshal Patel expected to attract high bids
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Adani Bribery Case: Here are 5 setbacks that followed post indictment
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Travellers on Schengen visas can add two more countries to their Europe itinerary from 2025
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Elon Musk's ex GF Grimes says she is going bankrupt after split with world's richest man
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"Palghar Election Results: Jayendra Kisan Dubla vs Gavit Rajendra Dhedya, who is winning?"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,Nvidia CEO Jensen Huang says 'the age of AI has started'
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,This change in GST annual return if not checked properly can result in input tax credit mismatch
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"Don't want to interfere, regulatory board will ensure good governance: Sports Min Mandaviya on IOA concerns"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"At COP29, climate progress takes one step forward, two steps back"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"Cocoa, green tea act as counter to effects of high-fat food under stress, reveals study"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,As long as there are EVMs...: Congress cries foul play amid Mahayuti's lead in Maharashtra
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,HR asks candidate her marriage plans during interview; scandalised netizens demand ban of ‘outdated questions’
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"Maharashtra election 2024: Kuch toh gadbad hain, Sanjay Raut rejects early trends, says Adani is 'Ladli bhai of BJP'"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,"As threat of Trump tariffs looms, Europe's leaders seek greater unity"
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,A lesson from Poland: Reversing populist policies is tough
2022-03-03,16723.2,16768.95,16442.95,16498.05,442068263.0,31413.0,subscribe to our newsletter
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"Greatest bubble in human history about to burst? USA's $34 trillion debt to trigger a recession, stocks may lose over half their value in a sell-off, says Mark Spitznagel"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Gautam Adani is facing the biggest trial of his life
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"Virat Kohli's post gives fans a scare; speculations of divorce with Anushka Sharma, retirement surface"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Kalpataru Advay—Borivali gets an Illustrious residential landmark
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Education qualifications of Keerthy Suresh's husband-to-be Antony Thattil. His business ventures and their love story
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,IPL 2025 to kick off in March
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,World War III has already begun
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,NTPC Green Energy IPO GMP Today
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,'Come home with me': Tiny robot has emotional conversation with 12 bigger robots before 'kidnapping' them
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Best aggressive hybrid mutual funds
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,UP Police Constable Result 2024 Sarkari Result
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Bank Holidays in Uttar Pradesh
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Bajaj Housing Finance Share Price
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Delhi CM Announcement Live Updates
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Namo Bharat Rapid Rail Launched
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Aditi Rao Hydari Wedding Pics
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Reliance Power share price
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Tata Technologies share price
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Adani Enterprises share price
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Bank of Baroda share price
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,IDFC First Bank share price
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Standard Deviation Calculator
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,IPL Mega Auction 2025: Harshal Patel expected to attract high bids
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Adani Bribery Case: Here are 5 setbacks that followed post indictment
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Travellers on Schengen visas can add two more countries to their Europe itinerary from 2025
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Elon Musk's ex GF Grimes says she is going bankrupt after split with world's richest man
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"Palghar Election Results: Jayendra Kisan Dubla vs Gavit Rajendra Dhedya, who is winning?"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,Nvidia CEO Jensen Huang says 'the age of AI has started'
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,This change in GST annual return if not checked properly can result in input tax credit mismatch
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"Don't want to interfere, regulatory board will ensure good governance: Sports Min Mandaviya on IOA concerns"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"At COP29, climate progress takes one step forward, two steps back"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"Cocoa, green tea act as counter to effects of high-fat food under stress, reveals study"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,As long as there are EVMs...: Congress cries foul play amid Mahayuti's lead in Maharashtra
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,HR asks candidate her marriage plans during interview; scandalised netizens demand ban of ‘outdated questions’
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"Maharashtra election 2024: Kuch toh gadbad hain, Sanjay Raut rejects early trends, says Adani is 'Ladli bhai of BJP'"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,"As threat of Trump tariffs looms, Europe's leaders seek greater unity"
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,A lesson from Poland: Reversing populist policies is tough
2022-04-03,16339.45,16456.0,16133.8,16245.35,456143040.0,34821.1,subscribe to our newsletter
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"Greatest bubble in human history about to burst? USA's $34 trillion debt to trigger a recession, stocks may lose over half their value in a sell-off, says Mark Spitznagel"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Gautam Adani is facing the biggest trial of his life
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"Virat Kohli's post gives fans a scare; speculations of divorce with Anushka Sharma, retirement surface"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Kalpataru Advay—Borivali gets an Illustrious residential landmark
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Education qualifications of Keerthy Suresh's husband-to-be Antony Thattil. His business ventures and their love story
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,IPL 2025 to kick off in March
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,World War III has already begun
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,NTPC Green Energy IPO GMP Today
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,'Come home with me': Tiny robot has emotional conversation with 12 bigger robots before 'kidnapping' them
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Best aggressive hybrid mutual funds
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,UP Police Constable Result 2024 Sarkari Result
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Bank Holidays in Uttar Pradesh
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Bajaj Housing Finance Share Price
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Delhi CM Announcement Live Updates
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Namo Bharat Rapid Rail Launched
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Aditi Rao Hydari Wedding Pics
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Reliance Power share price
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Tata Technologies share price
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Adani Enterprises share price
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Bank of Baroda share price
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,IDFC First Bank share price
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Standard Deviation Calculator
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,IPL Mega Auction 2025: Harshal Patel expected to attract high bids
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Adani Bribery Case: Here are 5 setbacks that followed post indictment
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Travellers on Schengen visas can add two more countries to their Europe itinerary from 2025
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Elon Musk's ex GF Grimes says she is going bankrupt after split with world's richest man
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"Palghar Election Results: Jayendra Kisan Dubla vs Gavit Rajendra Dhedya, who is winning?"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,Nvidia CEO Jensen Huang says 'the age of AI has started'
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,This change in GST annual return if not checked properly can result in input tax credit mismatch
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"Don't want to interfere, regulatory board will ensure good governance: Sports Min Mandaviya on IOA concerns"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"At COP29, climate progress takes one step forward, two steps back"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"Cocoa, green tea act as counter to effects of high-fat food under stress, reveals study"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,As long as there are EVMs...: Congress cries foul play amid Mahayuti's lead in Maharashtra
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,HR asks candidate her marriage plans during interview; scandalised netizens demand ban of ‘outdated questions’
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"Maharashtra election 2024: Kuch toh gadbad hain, Sanjay Raut rejects early trends, says Adani is 'Ladli bhai of BJP'"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,"As threat of Trump tariffs looms, Europe's leaders seek greater unity"
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,A lesson from Poland: Reversing populist policies is tough
2022-07-03,15867.95,15944.6,15711.45,15863.15,585403660.0,38038.75,subscribe to our newsletter
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"Greatest bubble in human history about to burst? USA's $34 trillion debt to trigger a recession, stocks may lose over half their value in a sell-off, says Mark Spitznagel"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Gautam Adani is facing the biggest trial of his life
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"Virat Kohli's post gives fans a scare; speculations of divorce with Anushka Sharma, retirement surface"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Kalpataru Advay—Borivali gets an Illustrious residential landmark
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Education qualifications of Keerthy Suresh's husband-to-be Antony Thattil. His business ventures and their love story
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,IPL 2025 to kick off in March
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,World War III has already begun
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,NTPC Green Energy IPO GMP Today
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,'Come home with me': Tiny robot has emotional conversation with 12 bigger robots before 'kidnapping' them
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Best aggressive hybrid mutual funds
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,UP Police Constable Result 2024 Sarkari Result
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Bank Holidays in Uttar Pradesh
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Bajaj Housing Finance Share Price
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Delhi CM Announcement Live Updates
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Namo Bharat Rapid Rail Launched
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Aditi Rao Hydari Wedding Pics
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Reliance Power share price
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Tata Technologies share price
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Adani Enterprises share price
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Bank of Baroda share price
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,IDFC First Bank share price
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Standard Deviation Calculator
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,IPL Mega Auction 2025: Harshal Patel expected to attract high bids
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Adani Bribery Case: Here are 5 setbacks that followed post indictment
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Travellers on Schengen visas can add two more countries to their Europe itinerary from 2025
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Elon Musk's ex GF Grimes says she is going bankrupt after split with world's richest man
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"Palghar Election Results: Jayendra Kisan Dubla vs Gavit Rajendra Dhedya, who is winning?"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,Nvidia CEO Jensen Huang says 'the age of AI has started'
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,This change in GST annual return if not checked properly can result in input tax credit mismatch
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"Don't want to interfere, regulatory board will ensure good governance: Sports Min Mandaviya on IOA concerns"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"At COP29, climate progress takes one step forward, two steps back"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"Cocoa, green tea act as counter to effects of high-fat food under stress, reveals study"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,As long as there are EVMs...: Congress cries foul play amid Mahayuti's lead in Maharashtra
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,HR asks candidate her marriage plans during interview; scandalised netizens demand ban of ‘outdated questions’
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"Maharashtra election 2024: Kuch toh gadbad hain, Sanjay Raut rejects early trends, says Adani is 'Ladli bhai of BJP'"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,"As threat of Trump tariffs looms, Europe's leaders seek greater unity"
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,A lesson from Poland: Reversing populist policies is tough
2022-08-03,15747.75,16028.75,15671.45,16013.45,543600673.0,38704.4,subscribe to our newsletter
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"Greatest bubble in human history about to burst? USA's $34 trillion debt to trigger a recession, stocks may lose over half their value in a sell-off, says Mark Spitznagel"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Gautam Adani is facing the biggest trial of his life
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"Virat Kohli's post gives fans a scare; speculations of divorce with Anushka Sharma, retirement surface"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Kalpataru Advay—Borivali gets an Illustrious residential landmark
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Education qualifications of Keerthy Suresh's husband-to-be Antony Thattil. His business ventures and their love story
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,IPL 2025 to kick off in March
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,World War III has already begun
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,NTPC Green Energy IPO GMP Today
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,'Come home with me': Tiny robot has emotional conversation with 12 bigger robots before 'kidnapping' them
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Best aggressive hybrid mutual funds
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,UP Police Constable Result 2024 Sarkari Result
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Bank Holidays in Uttar Pradesh
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Bajaj Housing Finance Share Price
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Delhi CM Announcement Live Updates
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Namo Bharat Rapid Rail Launched
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Aditi Rao Hydari Wedding Pics
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Reliance Power share price
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Tata Technologies share price
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Adani Enterprises share price
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Bank of Baroda share price
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,IDFC First Bank share price
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Standard Deviation Calculator
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,IPL Mega Auction 2025: Harshal Patel expected to attract high bids
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Adani Bribery Case: Here are 5 setbacks that followed post indictment
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Travellers on Schengen visas can add two more countries to their Europe itinerary from 2025
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Elon Musk's ex GF Grimes says she is going bankrupt after split with world's richest man
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"Palghar Election Results: Jayendra Kisan Dubla vs Gavit Rajendra Dhedya, who is winning?"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,Nvidia CEO Jensen Huang says 'the age of AI has started'
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,This change in GST annual return if not checked properly can result in input tax credit mismatch
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"Don't want to interfere, regulatory board will ensure good governance: Sports Min Mandaviya on IOA concerns"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"At COP29, climate progress takes one step forward, two steps back"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"Cocoa, green tea act as counter to effects of high-fat food under stress, reveals study"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,As long as there are EVMs...: Congress cries foul play amid Mahayuti's lead in Maharashtra
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,HR asks candidate her marriage plans during interview; scandalised netizens demand ban of ‘outdated questions’
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"Maharashtra election 2024: Kuch toh gadbad hain, Sanjay Raut rejects early trends, says Adani is 'Ladli bhai of BJP'"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,"As threat of Trump tariffs looms, Europe's leaders seek greater unity"
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,A lesson from Poland: Reversing populist policies is tough
2022-09-03,16078.0,16418.05,15990.0,16345.35,462231428.0,35329.34,subscribe to our newsletter
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,"Greatest bubble in human history about to burst? USA's $34 trillion debt to trigger a recession, stocks may lose over half their value in a sell-off, says Mark Spitznagel"
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,Gautam Adani is facing the biggest trial of his life
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,"Virat Kohli's post gives fans a scare; speculations of divorce with Anushka Sharma, retirement surface"
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,Kalpataru Advay—Borivali gets an Illustrious residential landmark
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,Education qualifications of Keerthy Suresh's husband-to-be Antony Thattil. His business ventures and their love story
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,IPL 2025 to kick off in March
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,World War III has already begun
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,NTPC Green Energy IPO GMP Today
2022-10-03,16757.1,16757.3,16447.9,16594.9,486445481.0,35513.73,'Come home with me': Tiny robot has emotional conversation with 12 bigger robots before 'kidnapping' them
